,Chitwan,NewYork,Bonn,Sydney
2020102620,0.0,65.84,0.0,101.17
2020102621,0.0,21.59,0.0,203.47
2020102622,0.0,0.0,0.0,287.84
2020102623,0.0,0.0,0.0,416.66
2020102700,12.32,0.0,0.0,584.82
2020102701,152.06,0.0,0.0,617.54
2020102702,357.91,0.0,0.0,587.19
2020102703,570.15,0.0,0.0,502.64
2020102704,726.99,0.0,0.0,461.95
2020102705,801.89,0.0,0.0,303.04
2020102706,773.59,0.0,13.84,184.85
2020102707,699.73,0.0,74.09,70.98
2020102708,582.42,0.0,129.85,0.0
2020102709,408.23,0.0,173.54,0.0
2020102710,195.9,0.0,202.02,0.0
2020102711,24.05,9.48,181.12,0.0
2020102712,0.0,83.77,141.25,0.0
2020102713,0.0,194.97,142.35,0.0
2020102714,0.0,308.28,83.46,0.0
2020102715,0.0,414.85,25.58,0.0
2020102716,0.0,420.59,0.0,0.0
2020102717,0.0,393.0,0.0,0.0
2020102718,0.0,316.14,0.0,0.0
2020102719,0.0,219.01,0.0,42.54
2020102720,0.0,123.6,0.0,147.85
2020102721,0.0,26.35,0.0,216.89
2020102722,0.0,0.0,0.0,354.94
2020102723,0.0,0.0,0.0,220.41
2020102800,10.73,0.0,0.0,274.96
2020102801,150.41,0.0,0.0,236.38
2020102802,349.95,0.0,0.0,458.16
2020102803,543.6,0.0,0.0,448.3
2020102804,703.62,0.0,0.0,563.73
2020102805,780.19,0.0,0.0,306.04
2020102806,779.01,0.0,10.34,169.02
2020102807,712.7,0.0,73.56,44.07
2020102808,587.84,0.0,148.56,0.0
2020102809,409.06,0.0,232.23,0.0
2020102810,194.34,0.0,303.85,0.0
2020102811,22.47,8.2,346.92,0.0
2020102812,0.0,28.41,290.41,0.0
2020102813,0.0,48.88,214.27,0.0
2020102814,0.0,109.25,121.53,0.0
2020102815,0.0,140.2,43.77,0.0
2020102816,0.0,144.05,0.0,0.0
2020102817,0.0,204.12,0.0,0.0
2020102818,0.0,226.95,0.0,0.0
2020102819,0.0,115.29,0.0,33.4
2020102820,0.0,85.18,0.0,84.3
2020102821,0.0,17.77,0.0,168.17
2020102822,0.0,0.0,0.0,269.41
2020102823,0.0,0.0,0.0,430.07
2020102900,10.71,0.0,0.0,706.41
2020102901,155.74,0.0,0.0,832.7
2020102902,354.08,0.0,0.0,861.22
2020102903,548.94,0.0,0.0,823.66
2020102904,693.36,0.0,0.0,617.92
2020102905,777.05,0.0,0.0,401.72
2020102906,777.77,0.0,12.16,189.9
2020102907,716.13,0.0,82.32,72.09
2020102908,589.3,0.0,126.61,0.0
2020102909,411.1,0.0,157.06,0.0
2020102910,198.69,0.0,170.82,0.0
2020102911,23.08,7.57,144.59,0.0
2020102912,0.0,19.84,125.45,0.0
2020102913,0.0,34.71,133.55,0.0
2020102914,0.0,42.49,51.54,0.0
2020102915,0.0,62.67,20.92,0.0
2020102916,0.0,64.73,0.0,0.0
2020102917,0.0,62.99,0.0,0.0
2020102918,0.0,94.64,0.0,0.0
2020102919,0.0,52.72,0.0,60.75
2020102920,0.0,31.94,0.0,237.04
2020102921,0.0,30.11,0.0,450.82
2020102922,0.0,0.0,0.0,663.38
2020102923,0.0,0.0,0.0,787.69
2020103000,10.07,0.0,0.0,843.66
2020103001,146.05,0.0,0.0,865.71
2020103002,356.2,0.0,0.0,842.02
2020103003,543.62,0.0,0.0,614.85
2020103004,691.3,0.0,0.0,404.59
2020103005,761.35,0.0,0.0,367.2
2020103006,767.12,0.0,9.17,193.51
2020103007,701.59,0.0,34.14,65.87
2020103008,578.37,0.0,91.09,0.0
2020103009,396.18,0.0,103.65,0.0
2020103010,186.55,0.0,156.84,0.0
2020103011,20.61,7.08,187.25,0.0
2020103012,0.0,51.04,116.77,0.0
2020103013,0.0,116.09,86.66,0.0
2020103014,0.0,174.31,51.9,0.0
2020103015,0.0,292.55,35.2,0.0
2020103016,0.0,292.52,0.0,0.0
2020103017,0.0,263.91,0.0,0.0
2020103018,0.0,232.66,0.0,0.0
2020103019,0.0,168.75,0.0,34.34
2020103020,0.0,60.63,0.0,122.29
2020103021,0.0,35.41,0.0,295.74
2020103022,0.0,0.0,0.0,575.26
2020103023,0.0,0.0,0.0,745.48
2020103100,9.46,0.0,0.0,887.67
2020103101,150.2,0.0,0.0,849.9
2020103102,343.56,0.0,0.0,831.62
2020103103,530.61,0.0,0.0,702.22
2020103104,643.9,0.0,0.0,489.75
2020103105,699.9,0.0,0.0,309.97
2020103106,706.5,0.0,9.99,164.96
2020103107,657.54,0.0,82.41,62.69
2020103108,527.88,0.0,201.36,0.0
2020103109,366.17,0.0,293.57,0.0
2020103110,185.61,0.0,358.11,0.0
2020103111,20.38,12.19,403.59,0.0
2020103112,0.0,142.61,390.75,0.0
2020103113,0.0,323.27,307.97,0.0
2020103114,0.0,478.7,176.98,0.0
2020103115,0.0,555.28,44.53,0.0
2020103116,0.0,588.86,0.0,0.0
2020103117,0.0,548.8,0.0,0.0
2020103118,0.0,452.06,0.0,0.0
2020103119,0.0,353.55,0.0,44.2
2020103120,0.0,186.66,0.0,170.99
2020103121,0.0,37.42,0.0,298.7
2020103122,0.0,0.0,0.0,368.94
2020103123,0.0,0.0,0.0,421.81
2020110100,8.87,0.0,0.0,480.39
2020110101,128.66,0.0,0.0,638.52
2020110102,305.52,0.0,0.0,470.52
2020110103,473.63,0.0,0.0,392.08
2020110104,647.28,0.0,0.0,237.32
2020110105,709.48,0.0,0.0,202.21
2020110106,706.14,0.0,7.03,112.88
2020110107,656.12,0.0,47.16,90.48
2020110108,545.02,0.0,105.41,0.0
2020110109,365.32,0.0,145.48,0.0
2020110110,169.29,0.0,141.91,0.0
2020110111,17.53,7.35,148.83,0.0
2020110112,0.0,45.6,136.45,0.0
2020110113,0.0,132.23,94.48,0.0
2020110114,0.0,204.08,60.12,0.0
2020110115,0.0,162.16,24.69,0.0
2020110116,0.0,94.49,0.0,0.0
2020110117,0.0,87.07,0.0,0.0
2020110118,0.0,77.38,0.0,0.0
2020110119,0.0,33.98,0.0,43.55
2020110120,0.0,36.12,0.0,205.42
2020110121,0.0,16.96,0.0,384.77
2020110122,0.0,0.0,0.0,554.58
2020110123,0.0,0.0,0.0,844.92
2020110200,7.36,0.0,0.0,857.62
2020110201,111.19,0.0,0.0,875.59
2020110202,287.87,0.0,0.0,821.02
2020110203,461.7,0.0,0.0,734.57
2020110204,623.05,0.0,0.0,620.41
2020110205,709.8,0.0,0.0,468.75
2020110206,667.91,0.0,6.61,288.95
2020110207,616.03,0.0,41.1,102.41
2020110208,497.36,0.0,63.53,0.0
2020110209,329.71,0.0,126.92,0.0
2020110210,153.34,0.0,174.98,0.0
2020110211,15.09,9.42,171.16,0.0
2020110212,0.0,103.4,167.39,0.0
2020110213,0.0,243.27,123.27,0.0
2020110214,0.0,389.71,87.05,0.0
2020110215,0.0,510.16,28.05,0.0
2020110216,0.0,608.95,0.0,0.0
2020110217,0.0,599.41,0.0,0.0
2020110218,0.0,528.03,0.0,0.0
2020110219,0.0,385.55,0.0,56.91
2020110220,0.0,208.41,0.0,222.89
2020110221,0.0,39.63,0.0,430.38
2020110222,0.0,0.0,0.0,581.91
2020110223,0.0,0.0,0.0,703.96
2020110300,6.4,0.0,0.0,890.31
2020110301,85.75,0.0,0.0,968.57
2020110302,232.62,0.0,0.0,969.07
2020110303,380.24,0.0,0.0,902.61
2020110304,470.95,0.0,0.0,770.68
2020110305,594.19,0.0,0.0,567.4
2020110306,604.09,0.0,8.84,353.49
2020110307,589.07,0.0,90.2,122.76
2020110308,485.03,0.0,233.5,8.05
2020110309,309.16,0.0,297.84,0.0
2020110310,131.98,0.0,302.64,0.0
2020110311,14.45,8.29,281.28,0.0
2020110312,0.0,111.2,270.02,0.0
2020110313,0.0,211.41,195.12,0.0
2020110314,0.0,320.12,108.05,0.0
2020110315,0.0,362.77,33.21,0.0
2020110316,0.0,379.41,0.0,0.0
2020110317,0.0,435.27,0.0,0.0
2020110318,0.0,366.4,0.0,0.0
2020110319,0.0,257.35,0.0,80.35
2020110320,0.0,122.87,0.0,268.61
2020110321,0.0,25.82,0.0,446.23
2020110322,0.0,0.0,0.0,550.21
2020110323,0.0,0.0,0.0,831.05
2020110400,7.11,0.0,0.0,969.21
2020110401,94.81,0.0,0.0,1016.14
2020110402,257.98,0.0,0.0,993.09
2020110403,425.62,0.0,0.0,904.56
2020110404,589.23,0.0,0.0,639.05
2020110405,697.83,0.0,0.0,435.09
2020110406,670.59,0.0,8.17,264.68
2020110407,609.27,0.0,93.55,86.49
2020110408,479.52,0.0,209.12,6.7
2020110409,309.7,0.0,302.01,0.0
2020110410,135.12,0.0,364.82,0.0
2020110411,13.91,8.2,345.64,0.0
2020110412,0.0,104.65,318.3,0.0
2020110413,0.0,269.58,238.0,0.0
2020110414,0.0,422.06,163.5,0.0
2020110415,0.0,528.32,42.77,0.0
2020110416,0.0,573.42,0.0,0.0
2020110417,0.0,556.6,0.0,0.0
2020110418,0.0,481.59,0.0,0.0
2020110419,0.0,354.88,0.0,19.06
2020110420,0.0,190.8,0.0,44.23
2020110421,0.0,33.8,0.0,127.89
2020110422,0.0,0.0,0.0,83.95
2020110423,0.0,0.0,0.0,91.57
2020110500,7.23,0.0,0.0,123.62
2020110501,102.5,0.0,0.0,134.73
2020110502,280.8,0.0,0.0,174.6
2020110503,457.84,0.0,0.0,173.13
2020110504,632.99,0.0,0.0,172.22
2020110505,729.23,0.0,0.0,149.68
2020110506,671.92,0.0,0.0,100.12
2020110507,607.66,0.0,73.66,55.34
2020110508,490.23,0.0,219.97,6.09
2020110509,318.8,0.0,298.41,0.0
2020110510,146.52,0.0,358.12,0.0
2020110511,12.91,7.38,381.81,0.0
2020110512,0.0,97.47,357.84,0.0
2020110513,0.0,250.34,286.2,0.0
2020110514,0.0,400.72,170.78,0.0
2020110515,0.0,518.15,39.96,0.0
2020110516,0.0,563.91,0.0,0.0
2020110517,0.0,541.31,0.0,0.0
2020110518,0.0,471.74,0.0,0.0
2020110519,0.0,333.11,0.0,50.87
2020110520,0.0,161.57,0.0,180.03
2020110521,0.0,27.26,0.0,324.88
2020110522,0.0,0.0,0.0,454.62
2020110523,0.0,0.0,0.0,690.7
2020110600,7.03,0.0,0.0,703.41
2020110601,93.26,0.0,0.0,880.59
2020110602,249.59,0.0,0.0,765.49
2020110603,409.97,0.0,0.0,902.59
2020110604,590.48,0.0,0.0,730.45
2020110605,682.91,0.0,0.0,560.46
2020110606,646.1,0.0,0.0,338.38
2020110607,584.39,0.0,85.95,121.94
2020110608,451.38,0.0,191.98,6.76
2020110609,286.2,0.0,289.31,0.0
2020110610,128.95,0.0,360.37,0.0
2020110611,11.66,6.95,395.36,0.0
2020110612,0.0,86.35,371.75,0.0
2020110613,0.0,242.02,288.94,0.0
2020110614,0.0,363.91,167.24,0.0
2020110615,0.0,493.3,40.01,0.0
2020110616,0.0,553.34,0.0,0.0
2020110617,0.0,537.3,0.0,0.0
2020110618,0.0,464.16,0.0,0.0
2020110619,0.0,340.38,0.0,55.66
2020110620,0.0,176.93,0.0,193.89
2020110621,0.0,29.05,0.0,369.38
2020110622,0.0,0.0,0.0,465.7
2020110623,0.0,0.0,0.0,732.42
2020110700,6.91,0.0,0.0,829.23
2020110701,89.81,0.0,0.0,738.96
2020110702,229.45,0.0,0.0,692.31
2020110703,384.27,0.0,0.0,566.71
2020110704,515.98,0.0,0.0,479.92
2020110705,598.15,0.0,0.0,426.55
2020110706,609.73,0.0,0.0,243.6
2020110707,510.94,0.0,69.92,85.58
2020110708,436.59,0.0,175.33,5.04
2020110709,273.31,0.0,273.98,0.0
2020110710,133.11,0.0,325.84,0.0
2020110711,11.05,0.0,357.23,0.0
2020110712,0.0,107.37,318.23,0.0
2020110713,0.0,279.21,236.75,0.0
2020110714,0.0,417.42,129.68,0.0
2020110715,0.0,508.89,26.95,0.0
2020110716,0.0,557.8,0.0,0.0
2020110717,0.0,541.18,0.0,0.0
2020110718,0.0,466.16,0.0,0.0
2020110719,0.0,341.38,0.0,55.8
2020110720,0.0,178.68,0.0,201.28
2020110721,0.0,28.44,0.0,380.0
2020110722,0.0,0.0,0.0,386.38
2020110723,0.0,0.0,0.0,581.69
2020110800,7.22,0.0,0.0,545.08
2020110801,102.09,0.0,0.0,584.96
2020110802,279.02,0.0,0.0,589.7
2020110803,452.37,0.0,0.0,527.99
2020110804,634.85,0.0,0.0,478.5
2020110805,733.57,0.0,0.0,389.16
2020110806,730.56,0.0,0.0,239.0
2020110807,675.31,0.0,50.32,88.7
2020110808,553.39,0.0,115.7,7.56
2020110809,375.43,0.0,170.14,0.0
2020110810,168.05,0.0,206.17,0.0
2020110811,13.86,0.0,210.16,0.0
2020110812,0.0,115.56,180.73,0.0
2020110813,0.0,279.56,120.88,0.0
2020110814,0.0,422.52,70.89,0.0
2020110815,0.0,521.0,17.02,0.0
2020110816,0.0,564.95,0.0,0.0
2020110817,0.0,544.54,0.0,0.0
2020110818,0.0,467.91,0.0,0.0
2020110819,0.0,339.91,0.0,62.15
2020110820,0.0,176.01,0.0,209.58
2020110821,0.0,26.84,0.0,359.3
2020110822,0.0,0.0,0.0,405.48
2020110823,0.0,0.0,0.0,659.05
2020110900,0.0,0.0,0.0,723.24
2020110901,129.44,0.0,0.0,719.74
2020110902,302.55,0.0,0.0,822.11
2020110903,476.86,0.0,0.0,790.48
2020110904,659.13,0.0,0.0,751.05
2020110905,746.32,0.0,0.0,589.99
2020110906,738.33,0.0,0.0,362.16
2020110907,677.66,0.0,45.13,142.85
2020110908,549.67,0.0,110.7,9.78
2020110909,369.46,0.0,188.15,0.0
2020110910,163.21,0.0,235.3,0.0
2020110911,13.33,0.0,225.7,0.0
2020110912,0.0,104.01,225.5,0.0
2020110913,0.0,264.95,176.71,0.0
2020110914,0.0,408.54,98.8,0.0
2020110915,0.0,507.48,22.57,0.0
2020110916,0.0,550.45,0.0,0.0
2020110917,0.0,530.48,0.0,0.0
2020110918,0.0,453.59,0.0,0.0
2020110919,0.0,329.01,0.0,72.58
2020110920,0.0,168.66,0.0,262.1
2020110921,0.0,24.56,0.0,471.2
2020110922,0.0,0.0,0.0,642.81
2020110923,0.0,0.0,0.0,854.48
2020111000,0.0,0.0,0.0,975.25
2020111001,126.11,0.0,0.0,1039.23
2020111002,314.73,0.0,0.0,1024.82
2020111003,494.32,0.0,0.0,942.47
2020111004,651.08,0.0,0.0,802.37
2020111005,726.44,0.0,0.0,610.48
2020111006,727.3,0.0,0.0,380.26
2020111007,672.82,0.0,57.3,159.11
2020111008,548.55,0.0,169.07,11.13
2020111009,371.82,0.0,246.08,0.0
2020111010,165.91,0.0,288.23,0.0
2020111011,13.17,0.0,289.62,0.0
2020111012,0.0,97.38,241.98,0.0
2020111013,0.0,263.17,191.79,0.0
2020111014,0.0,401.51,104.47,0.0
2020111015,0.0,496.38,23.05,0.0
2020111016,0.0,519.05,0.0,0.0
2020111017,0.0,488.84,0.0,0.0
2020111018,0.0,404.7,0.0,0.0
2020111019,0.0,288.69,0.0,97.63
2020111020,0.0,144.77,0.0,316.67
2020111021,0.0,22.76,0.0,548.21
2020111022,0.0,0.0,0.0,749.52
2020111023,0.0,0.0,0.0,905.73
2020111100,0.0,0.0,0.0,999.29
2020111101,129.06,0.0,0.0,1033.36
2020111102,301.68,0.0,0.0,1012.81
2020111103,498.5,0.0,0.0,934.05
2020111104,654.09,0.0,0.0,792.87
2020111105,737.94,0.0,0.0,592.48
2020111106,756.18,0.0,0.0,361.51
2020111107,689.18,0.0,35.21,150.45
2020111108,560.05,0.0,132.81,11.08
2020111109,381.28,0.0,205.76,0.0
2020111110,169.9,0.0,152.58,0.0
2020111111,13.27,0.0,149.84,0.0
2020111112,0.0,80.33,172.76,0.0
2020111113,0.0,112.09,122.48,0.0
2020111114,0.0,119.37,90.02,0.0
2020111115,0.0,111.92,22.13,0.0
2020111116,0.0,80.77,0.0,0.0
2020111117,0.0,108.03,0.0,0.0
2020111118,0.0,85.7,0.0,0.0
2020111119,0.0,39.94,0.0,61.94
2020111120,0.0,19.23,0.0,194.99
2020111121,0.0,12.51,0.0,376.74
2020111122,0.0,0.0,0.0,483.2
2020111123,0.0,0.0,0.0,546.85
2020111200,0.0,0.0,0.0,663.75
2020111201,124.02,0.0,0.0,650.06
2020111202,319.38,0.0,0.0,583.15
2020111203,503.8,0.0,0.0,575.7
2020111204,658.26,0.0,0.0,440.84
2020111205,735.74,0.0,0.0,332.45
2020111206,737.86,0.0,0.0,195.51
2020111207,678.23,0.0,37.8,72.78
2020111208,548.62,0.0,100.35,7.86
2020111209,366.84,0.0,146.3,0.0
2020111210,157.18,0.0,227.71,0.0
2020111211,11.66,0.0,263.41,0.0
2020111212,0.0,26.44,256.77,0.0
2020111213,0.0,56.25,188.5,0.0
2020111214,0.0,72.21,100.1,0.0
2020111215,0.0,102.65,20.07,0.0
2020111216,0.0,78.03,0.0,0.0
2020111217,0.0,96.38,0.0,0.0
2020111218,0.0,85.3,0.0,0.0
2020111219,0.0,63.11,0.0,33.34
2020111220,0.0,16.88,0.0,100.97
2020111221,0.0,9.39,0.0,216.91
2020111222,0.0,0.0,0.0,335.0
2020111223,0.0,0.0,0.0,523.91
2020111300,0.0,0.0,0.0,618.3
2020111301,99.2,0.0,0.0,624.74
2020111302,266.77,0.0,0.0,781.73
2020111303,455.55,0.0,0.0,642.33
2020111304,610.06,0.0,0.0,95.71
2020111305,701.2,0.0,0.0,66.27
2020111306,727.77,0.0,0.0,80.99
2020111307,667.56,0.0,45.44,69.63
2020111308,541.88,0.0,119.75,9.96
2020111309,359.37,0.0,171.48,0.0
2020111310,150.99,0.0,203.52,0.0
2020111311,11.12,0.0,207.55,0.0
2020111312,0.0,32.75,159.59,0.0
2020111313,0.0,77.51,101.57,0.0
2020111314,0.0,106.95,61.62,0.0
2020111315,0.0,136.2,11.95,0.0
2020111316,0.0,149.95,0.0,0.0
2020111317,0.0,109.48,0.0,0.0
2020111318,0.0,159.53,0.0,0.0
2020111319,0.0,205.24,0.0,85.65
2020111320,0.0,124.1,0.0,291.59
2020111321,0.0,17.46,0.0,534.04
2020111322,0.0,0.0,0.0,741.05
2020111323,0.0,0.0,0.0,889.69
2020111400,0.0,0.0,0.0,980.62
2020111401,99.48,0.0,0.0,1011.61
2020111402,270.53,0.0,0.0,984.96
2020111403,442.81,0.0,0.0,902.69
2020111404,595.95,0.0,0.0,782.2
2020111405,683.46,0.0,0.0,577.88
2020111406,716.41,0.0,0.0,351.25
2020111407,653.78,0.0,42.66,126.8
2020111408,523.74,0.0,110.77,12.71
2020111409,342.08,0.0,186.18,0.0
2020111410,142.68,0.0,233.06,0.0
2020111411,10.23,0.0,240.66,0.0
2020111412,0.0,90.69,230.4,0.0
2020111413,0.0,255.2,166.87,0.0
2020111414,0.0,397.45,96.19,0.0
2020111415,0.0,487.07,18.8,0.0
2020111416,0.0,534.91,0.0,0.0
2020111417,0.0,515.26,0.0,0.0
2020111418,0.0,456.63,0.0,0.0
2020111419,0.0,327.73,0.0,101.27
2020111420,0.0,161.16,0.0,326.28
2020111421,0.0,20.09,0.0,553.18
2020111422,0.0,0.0,0.0,748.55
2020111423,0.0,0.0,0.0,905.08
2020111500,0.0,0.0,0.0,987.7
2020111501,101.17,0.0,0.0,1040.77
2020111502,281.42,0.0,0.0,1023.57
2020111503,450.26,0.0,0.0,939.77
2020111504,628.68,0.0,0.0,786.15
2020111505,701.99,0.0,0.0,599.1
2020111506,718.62,0.0,0.0,368.91
2020111507,658.62,0.0,41.26,163.16
2020111508,536.95,0.0,124.2,14.52
2020111509,358.09,0.0,180.48,0.0
2020111510,151.3,0.0,216.84,0.0
2020111511,10.65,0.0,203.02,0.0
2020111512,0.0,46.33,172.03,0.0
2020111513,0.0,133.64,106.8,0.0
2020111514,0.0,304.46,37.71,0.0
2020111515,0.0,231.77,10.55,0.0
2020111516,0.0,222.2,0.0,0.0
2020111517,0.0,155.73,0.0,0.0
2020111518,0.0,142.69,0.0,0.0
2020111519,0.0,80.27,0.0,100.81
2020111520,0.0,36.57,0.0,248.5
2020111521,0.0,10.29,0.0,510.54
2020111522,0.0,0.0,0.0,677.86
2020111523,0.0,0.0,0.0,853.18
2020111600,0.0,0.0,0.0,980.25
2020111601,42.69,0.0,0.0,964.81
2020111602,126.74,0.0,0.0,940.2
2020111603,103.1,0.0,0.0,793.02
2020111604,110.29,0.0,0.0,655.73
2020111605,133.68,0.0,0.0,379.7
2020111606,160.56,0.0,0.0,235.66
2020111607,157.22,0.0,29.02,74.21
2020111608,230.96,0.0,98.84,8.25
2020111609,169.62,0.0,118.94,0.0
2020111610,137.9,0.0,154.3,0.0
2020111611,9.8,0.0,117.77,0.0
2020111612,0.0,85.78,122.55,0.0
2020111613,0.0,243.01,83.56,0.0
2020111614,0.0,376.15,52.81,0.0
2020111615,0.0,454.52,12.89,0.0
2020111616,0.0,512.47,0.0,0.0
2020111617,0.0,507.58,0.0,0.0
2020111618,0.0,440.18,0.0,0.0
2020111619,0.0,318.12,0.0,63.61
2020111620,0.0,155.62,0.0,192.16
2020111621,0.0,17.96,0.0,315.84
2020111622,0.0,0.0,0.0,566.25
2020111623,0.0,0.0,0.0,719.98
2020111700,0.0,0.0,0.0,732.52
2020111701,91.02,0.0,0.0,930.38
2020111702,248.61,0.0,0.0,967.91
2020111703,427.9,0.0,0.0,873.08
2020111704,628.98,0.0,0.0,649.95
2020111705,722.19,0.0,0.0,426.48
2020111706,723.91,0.0,0.0,239.48
2020111707,666.39,0.0,27.34,94.23
2020111708,540.29,0.0,39.12,7.15
2020111709,362.0,0.0,78.97,0.0
2020111710,154.59,0.0,88.55,0.0
2020111711,10.62,0.0,215.59,0.0
2020111712,0.0,44.05,73.04,0.0
2020111713,0.0,113.2,35.88,0.0
2020111714,0.0,196.93,40.09,0.0
2020111715,0.0,253.12,10.91,0.0
2020111716,0.0,270.79,0.0,0.0
2020111717,0.0,250.59,0.0,0.0
2020111718,0.0,133.94,0.0,0.0
2020111719,0.0,133.52,0.0,61.99
2020111720,0.0,67.88,0.0,186.64
2020111721,0.0,14.01,0.0,307.19
2020111722,0.0,0.0,0.0,424.83
2020111723,0.0,0.0,0.0,697.8
2020111800,0.0,0.0,0.0,778.3
2020111801,89.61,0.0,0.0,903.4
2020111802,247.03,0.0,0.0,874.81
2020111803,418.27,0.0,0.0,819.73
2020111804,605.27,0.0,0.0,764.66
2020111805,699.14,0.0,0.0,599.16
2020111806,706.84,0.0,0.0,381.09
2020111807,648.2,0.0,37.07,165.41
2020111808,520.73,0.0,160.84,16.97
2020111809,346.88,0.0,257.0,0.0
2020111810,146.65,0.0,322.23,0.0
2020111811,9.83,0.0,340.34,0.0
2020111812,0.0,74.35,307.88,0.0
2020111813,0.0,213.13,229.43,0.0
2020111814,0.0,370.96,116.36,0.0
2020111815,0.0,448.97,17.06,0.0
2020111816,0.0,536.54,0.0,0.0
2020111817,0.0,524.1,0.0,0.0
2020111818,0.0,452.52,0.0,0.0
2020111819,0.0,317.19,0.0,114.23
2020111820,0.0,149.46,0.0,327.75
2020111821,0.0,16.86,0.0,555.28
2020111822,0.0,0.0,0.0,719.5
2020111823,0.0,0.0,0.0,862.42
2020111900,0.0,0.0,0.0,993.05
2020111901,88.01,0.0,0.0,976.34
2020111902,244.15,0.0,0.0,956.35
2020111903,432.81,0.0,0.0,919.37
2020111904,587.23,0.0,0.0,804.8
2020111905,690.05,0.0,0.0,602.7
2020111906,678.45,0.0,0.0,399.88
2020111907,623.32,0.0,30.43,157.61
2020111908,498.25,0.0,86.82,17.5
2020111909,324.96,0.0,101.56,0.0
2020111910,133.46,0.0,141.84,0.0
2020111911,8.73,0.0,120.41,0.0
2020111912,0.0,58.11,152.24,0.0
2020111913,0.0,169.23,90.53,0.0
2020111914,0.0,268.05,43.91,0.0
2020111915,0.0,399.02,10.23,0.0
2020111916,0.0,486.44,0.0,0.0
2020111917,0.0,475.79,0.0,0.0
2020111918,0.0,398.18,0.0,0.0
2020111919,0.0,266.27,0.0,106.91
2020111920,0.0,116.12,0.0,308.55
2020111921,0.0,12.55,0.0,530.8
2020111922,0.0,0.0,0.0,695.95
2020111923,0.0,0.0,0.0,851.23
2020112000,0.0,0.0,0.0,926.2
2020112001,72.18,0.0,0.0,956.86
2020112002,215.21,0.0,0.0,964.15
2020112003,390.91,0.0,0.0,891.41
2020112004,551.78,0.0,0.0,601.88
2020112005,629.73,0.0,0.0,232.05
2020112006,619.87,0.0,0.0,99.83
2020112007,555.67,0.0,30.12,42.61
2020112008,404.56,0.0,71.09,12.71
2020112009,271.81,0.0,121.16,0.0
2020112010,114.94,0.0,143.88,0.0
2020112011,8.17,0.0,153.8,0.0
2020112012,0.0,64.91,147.34,0.0
2020112013,0.0,223.95,133.67,0.0
2020112014,0.0,372.32,75.73,0.0
2020112015,0.0,458.69,11.88,0.0
2020112016,0.0,517.46,0.0,0.0
2020112017,0.0,500.19,0.0,0.0
2020112018,0.0,423.55,0.0,0.0
2020112019,0.0,300.84,0.0,99.47
2020112020,0.0,140.47,0.0,127.1
2020112021,0.0,13.84,0.0,216.74
2020112022,0.0,0.0,0.0,354.88
2020112023,0.0,0.0,0.0,543.8
2020112100,0.0,0.0,0.0,725.24
2020112101,71.27,0.0,0.0,817.24
2020112102,234.95,0.0,0.0,877.28
2020112103,411.84,0.0,0.0,713.41
2020112104,569.8,0.0,0.0,711.5
2020112105,626.48,0.0,0.0,499.62
2020112106,576.12,0.0,0.0,280.66
2020112107,519.02,0.0,24.66,118.06
2020112108,413.72,0.0,86.03,10.0
2020112109,272.4,0.0,146.42,0.0
2020112110,109.7,0.0,192.85,0.0
2020112111,8.3,0.0,206.2,0.0
2020112112,0.0,50.23,220.59,0.0
2020112113,0.0,182.0,175.16,0.0
2020112114,0.0,306.94,79.28,0.0
2020112115,0.0,407.04,11.51,0.0
2020112116,0.0,411.93,0.0,0.0
2020112117,0.0,345.79,0.0,0.0
2020112118,0.0,291.76,0.0,0.0
2020112119,0.0,204.44,0.0,95.48
2020112120,0.0,78.42,0.0,241.21
2020112121,0.0,8.6,0.0,421.71
2020112122,0.0,0.0,0.0,640.38
2020112123,0.0,0.0,0.0,774.95
2020112200,0.0,0.0,0.0,660.74
2020112201,84.55,0.0,0.0,800.79
2020112202,275.23,0.0,0.0,659.73
2020112203,453.19,0.0,0.0,217.69
2020112204,616.0,0.0,0.0,121.23
2020112205,710.98,0.0,0.0,105.12
2020112206,688.54,0.0,0.0,74.87
2020112207,630.13,0.0,21.37,22.95
2020112208,502.05,0.0,52.83,11.11
2020112209,340.88,0.0,67.96,0.0
2020112210,137.83,0.0,88.57,0.0
2020112211,8.77,0.0,76.02,0.0
2020112212,0.0,22.03,63.23,0.0
2020112213,0.0,66.45,69.52,0.0
2020112214,0.0,139.32,36.56,0.0
2020112215,0.0,118.74,7.62,0.0
2020112216,0.0,139.12,0.0,0.0
2020112217,0.0,75.82,0.0,0.0
2020112218,0.0,82.3,0.0,0.0
2020112219,0.0,44.59,0.0,18.39
2020112220,0.0,17.45,0.0,58.46
2020112221,0.0,7.52,0.0,140.95
2020112222,0.0,0.0,0.0,173.04
2020112223,0.0,0.0,0.0,286.91
2020112300,0.0,0.0,0.0,317.12
2020112301,81.68,0.0,0.0,244.36
2020112302,264.74,0.0,0.0,194.55
2020112303,439.75,0.0,0.0,138.52
2020112304,587.17,0.0,0.0,191.76
2020112305,694.69,0.0,0.0,279.92
2020112306,639.66,0.0,0.0,147.29
2020112307,565.62,0.0,25.74,69.29
2020112308,456.3,0.0,95.18,11.88
2020112309,286.38,0.0,121.76,0.0
2020112310,114.05,0.0,150.61,0.0
2020112311,7.73,0.0,170.6,0.0
2020112312,0.0,27.8,158.32,0.0
